0.001,4e-06,0.1
0.008,0.00104,0.25
0.002,7.7e-05,0.1
0.004,0.000272,0.1
0.029,0.015192,0.35
0.005,0.000427,0.15
0,0,0
0.028,0.014746,0.35
0.016,0.004031,0.35
0.029,0.015418,0.35
0.011,0.00203,0.35
0.023,0.009523,0.35
0.003,0.000123,0.1
0.029,0.015418,0.35
0.008,0.00104,0.25
0.009,0.001155,0.25
0.03,0.016168,0.5
0.028,0.014746,0.35
0.033,0.020179,0.5
0,0,0
0.009,0.001285,0.25
0.007,0.000734,0.15
0.001,4e-06,0.1
0.003,9.2e-05,0.1
0.029,0.015873,0.35
0.029,0.014969,0.35
0.012,0.002191,0.35
0.029,0.014968,0.35
0.028,0.014746,0.35
0.007,0.00083,0.15
0.028,0.014726,0.35
0.029,0.015195,0.35
0.009,0.001155,0.25
0.001,2.4e-05,0.1
0.004,0.000181,0.1
0.004,0.000272,0.1
0.008,0.000932,0.15
0.033,0.020109,0.5
0.009,0.001155,0.25
0.028,0.013874,0.35
0.009,0.001155,0.25
0.033,0.020085,0.5
0.004,0.000272,0.1
0.01,0.001469,0.25
0.035,0.022966,0.75
0.009,0.001155,0.25
0.011,0.002029,0.35
0.009,0.001276,0.25
0.03,0.016104,0.5
0.008,0.00104,0.25
0.002,7.7e-05,0.1
0.029,0.014883,0.35
0.028,0.014746,0.35
0.028,0.014746,0.35
0.008,0.000932,0.25
0.029,0.015192,0.35
0.029,0.014977,0.35
0.002,6.4e-05,0.1
0.008,0.00104,0.15
0.006,0.000538,0.15
0.028,0.014307,0.35
0.03,0.016803,0.5
0.008,0.00104,0.15
0.008,0.000845,0.25
0.025,0.011198,0.35
0.025,0.011587,0.35
0.029,0.015879,0.35
0.003,0.000108,0.1
0.028,0.014746,0.35
0.009,0.001214,0.25
0.028,0.013874,0.35
0.025,0.011587,0.35
0.002,4.1e-05,0.1
0.015,0.00359,0.35
0,0,0
0.002,7.7e-05,0.1
0.01,0.001469,0.25
0.016,0.004498,0.35
0.029,0.015661,0.35
0.001,5e-06,0.1
0.002,4.1e-05,0.1
0.004,0.00022,0.1
0.008,0.00104,0.15
0.028,0.014746,0.35
0,0,0
0.009,0.001155,0.25
0.009,0.001276,0.25
0.029,0.015192,0.35
0.004,0.000272,0.1
0.008,0.00104,0.15
0.007,0.000734,0.15
0.006,0.000462,0.15
0.03,0.016103,0.5
0.005,0.000427,0.15
0.007,0.000734,0.15
0.027,0.012997,0.35
0.009,0.001276,0.25
0.008,0.00104,0.25
0.008,0.00104,0.25
0.001,1.1e-05,0.1
0.028,0.013881,0.35
0.029,0.015873,0.35
0.029,0.015502,0.35
0.001,6e-06,0.1
0.006,0.000499,0.15
0.008,0.00104,0.25
0.009,0.001155,0.25
0.011,0.00203,0.35
0.03,0.016566,0.5
0.004,0.00022,0.1
0.029,0.015645,0.35
0.008,0.00104,0.15
0.029,0.015007,0.35
0.001,1.2e-05,0.1
0.002,4.1e-05,0.1
0.009,0.001276,0.25
0.03,0.016568,0.5
0.008,0.00104,0.25
0.03,0.016103,0.5
0.001,2.4e-05,0.1
0.009,0.001155,0.25
0.012,0.002191,0.35
0.029,0.015192,0.35
0.03,0.016335,0.5
0.008,0.000932,0.15
0.004,0.000174,0.1
0.022,0.008162,0.35
0.023,0.009174,0.35
0.009,0.001155,0.25
0.036,0.024534,0.75
0.05,0.049081,0.75
0.029,0.015192,0.35
0.029,0.014969,0.35
0.036,0.024521,0.75
0.001,2.4e-05,0.1
0.03,0.016007,0.5
0.003,0.000108,0.1
0.042,0.034855,0.75
0.029,0.014969,0.35
0.009,0.001276,0.25
0.029,0.014969,0.35
0.028,0.014307,0.35
0.01,0.001403,0.25
0.004,0.000272,0.1
0.015,0.00359,0.35
0.01,0.001469,0.25
0.006,0.000471,0.15
0.006,0.000462,0.15
0.042,0.034855,0.75
0.009,0.001141,0.25
0.029,0.015644,0.35
0.03,0.016335,0.5
0.03,0.016104,0.5
0.03,0.016521,0.5
0.008,0.000932,0.25
0.049,0.047492,0.75
0.015,0.003807,0.35
0.028,0.014307,0.35
0.028,0.014746,0.35
0.025,0.011587,0.35
0.016,0.004376,0.35
0.003,9.4e-05,0.1
0.029,0.015192,0.35
0.026,0.012181,0.35
0,0,0
0.029,0.015644,0.35
0.022,0.008137,0.35
0.009,0.001155,0.25
0.008,0.00104,0.25
0.009,0.001214,0.25
0.008,0.000932,0.25
0.009,0.001155,0.25
0.03,0.016335,0.5
0.03,0.016569,0.5
0.029,0.015615,0.35
0.008,0.00104,0.15
0.03,0.016803,0.5
0.006,0.000463,0.15
0.001,8e-06,0.1
0.009,0.001132,0.25
0.008,0.00104,0.15
0.009,0.001276,0.25
0.004,0.00022,0.1
0.009,0.001155,0.25
0.016,0.004261,0.35
0.008,0.000932,0.25
0.008,0.00104,0.15
0.002,6.4e-05,0.1
0.033,0.019827,0.5
0.028,0.013874,0.35
0.003,0.000108,0.1
0.006,0.000499,0.15
0.008,0.000932,0.25
0.028,0.014307,0.35
0.009,0.001155,0.25
0.007,0.000779,0.15
0.03,0.016335,0.5
0.029,0.015191,0.35
0.006,0.000499,0.15
0.003,9.2e-05,0.1
0.007,0.00083,0.15
0.007,0.00083,0.15
0.008,0.00104,0.15
0.023,0.009001,0.35
0.002,5.2e-05,0.1
0.036,0.024534,0.75
0.006,0.00049,0.15
0.006,0.000462,0.15
0.008,0.00104,0.25
0.028,0.014746,0.35
0.015,0.003589,0.35
0.03,0.016335,0.5
0.01,0.001403,0.25
0.009,0.00111,0.25
0.03,0.016803,0.5
0.028,0.014761,0.35
0.031,0.018316,0.5
0.028,0.014294,0.35
0.007,0.000734,0.15
0.029,0.015416,0.35
0.029,0.015418,0.35
0.036,0.024531,0.75
0.009,0.001216,0.25
0.015,0.003807,0.35
0.036,0.025107,0.75
0,1e-06,0
0.002,7.7e-05,0.1
0.029,0.015645,0.35
0.016,0.00403,0.35
0.008,0.00104,0.15
0.023,0.009697,0.35
0.03,0.016335,0.5
0.008,0.00104,0.15
0.006,0.000463,0.15
0.029,0.015977,0.35
0.01,0.001448,0.25
0.009,0.001276,0.25
0.029,0.014982,0.35
0.003,0.000108,0.1
0.03,0.016104,0.5
0.028,0.014307,0.35
0.032,0.019007,0.5
0.003,0.000108,0.1
0.029,0.015615,0.35
0.009,0.001339,0.25
0,0,0
0.009,0.001155,0.25
0.029,0.015192,0.35
0.03,0.016803,0.5
0.006,0.000463,0.15
0.029,0.015596,0.35
0.008,0.001032,0.25
0.009,0.001155,0.25
0.003,0.000125,0.1
0.015,0.00359,0.35
0.005,0.000427,0.15
0.009,0.001338,0.25
0.007,0.000782,0.15
0.009,0.001214,0.25
0.029,0.015645,0.35
0.013,0.002624,0.35
0.029,0.015192,0.35
0.028,0.014746,0.35
0.009,0.001146,0.25
0.004,0.000265,0.1
0.002,6.4e-05,0.1
0.003,9.2e-05,0.1
0.008,0.000932,0.25
0.029,0.015192,0.35
0.03,0.016086,0.5
0.035,0.023405,0.75
0.028,0.014746,0.35
0.003,0.000108,0.1
0.028,0.014746,0.35
0.007,0.000734,0.15
0.008,0.000992,0.25
0.033,0.020085,0.5
0.008,0.000932,0.15
0.023,0.009001,0.35
0.032,0.018813,0.5
0.008,0.00104,0.25
0.008,0.000932,0.15
0.002,5.2e-05,0.1
0.012,0.002135,0.35
0.028,0.014307,0.35
0.001,4e-06,0.1
0.036,0.023966,0.75
0.022,0.008493,0.35
0.005,0.000393,0.15
0.022,0.00883,0.35
0.003,0.000108,0.1
0.028,0.013874,0.35
0.036,0.02482,0.75
0.013,0.00261,0.35
0.007,0.000834,0.15
0.002,4.1e-05,0.1
0.033,0.020082,0.5
0.007,0.00083,0.15
0.003,0.000108,0.1
0.028,0.014746,0.35
0.006,0.000463,0.15
0.008,0.000932,0.15
0.028,0.013888,0.35
0.004,0.00022,0.1
0.008,0.000932,0.15
0.01,0.001469,0.25
0.009,0.001155,0.25
0.003,8.4e-05,0.1
0,0,0
0.028,0.014299,0.35
0.008,0.000932,0.25
0.005,0.000393,0.15
0.003,0.000108,0.1
0.008,0.00104,0.15
0.003,0.000108,0.1
0.009,0.001338,0.25
0.002,6.4e-05,0.1
0,0,0
0.003,0.000104,0.1
0.004,0.00022,0.1
0.006,0.000462,0.15
0,0,0
0.003,0.000111,0.1
0.009,0.001155,0.25
0.008,0.00104,0.25
0.029,0.015642,0.35
0,0,0
0.009,0.001155,0.25
0.001,4e-06,0.1
0.031,0.018324,0.5
0.029,0.01587,0.35
0.029,0.015485,0.35
0.001,1.7e-05,0.1
0.028,0.014746,0.35
0.029,0.015551,0.35
0.008,0.000932,0.25
0.011,0.00203,0.35
0.009,0.001274,0.25
0.029,0.015645,0.35
0.028,0.014746,0.35
0.022,0.008162,0.35
0.004,0.000272,0.1
0.029,0.015645,0.35
0.029,0.015192,0.35
0.029,0.015461,0.35
0.01,0.001403,0.25
0.009,0.001275,0.25
0.028,0.014307,0.35
0.002,4.1e-05,0.1
0.028,0.014307,0.35
0.003,9.2e-05,0.1
0.002,4.1e-05,0.1
0.029,0.015188,0.35
0.006,0.000463,0.15
0.029,0.015872,0.35
0.005,0.000427,0.15
0.035,0.023405,0.75
0.006,0.000462,0.15
0,0,0
0.004,0.000174,0.1
0.007,0.00083,0.15
0.004,0.00022,0.1
0.003,7.9e-05,0.1
0.029,0.014992,0.35
0.02,0.006912,0.35
0.01,0.001428,0.25
0.007,0.00083,0.15
0.003,0.000108,0.1
0.007,0.000807,0.15
0,0,0
0.008,0.000992,0.15
0.001,1.7e-05,0.1
0.006,0.000462,0.15
0.05,0.048682,0.75
0.008,0.000985,0.25
0.008,0.00104,0.25
0.005,0.000427,0.15
0.01,0.001403,0.25
0.008,0.000932,0.25
0.009,0.001274,0.25
0.005,0.000393,0.15
0.002,7.7e-05,0.1
0.003,9.2e-05,0.1
0.004,0.00022,0.1
0.003,0.000125,0.1
0.006,0.000463,0.15
0.008,0.00104,0.25
0.029,0.015645,0.35
0.004,0.000272,0.1
0.006,0.000499,0.15
0.002,6.4e-05,0.1
0.003,0.000108,0.1
0.003,0.000108,0.1
0.008,0.001082,0.25
0.009,0.001155,0.25
0.008,0.000865,0.15
0.01,0.001469,0.25
0.008,0.000922,0.15
0.001,4e-06,0.1
0.029,0.015645,0.35
0.029,0.015574,0.35
0.003,0.000108,0.1
0.032,0.018813,0.5
0.001,2.4e-05,0.1
0.039,0.028526,0.75
0.028,0.013874,0.35
0.028,0.014746,0.35
0.029,0.015536,0.35
0.028,0.014307,0.35
0.009,0.001258,0.25
0.004,0.000174,0.1
0.016,0.004031,0.35
0.009,0.001155,0.25
0.009,0.001276,0.25
0.029,0.015645,0.35
0.009,0.001214,0.25
0.026,0.011974,0.35
0.01,0.001403,0.25
0.007,0.00083,0.15
0.002,6.4e-05,0.1
0.03,0.016104,0.5
0.049,0.047887,0.75
0.029,0.015438,0.35
0.002,4.1e-05,0.1
