0,0,0
0.005,0.000427,0.15
0.009,0.001275,0.25
0.001,1.2e-05,0.1
0.001,1.2e-05,0.1
0.003,9.2e-05,0.1
0.007,0.000828,0.15
0.029,0.015645,0.35
0.004,0.00022,0.1
0.029,0.015873,0.35
0.023,0.009702,0.35
0.009,0.001155,0.25
0.016,0.00431,0.35
0.03,0.016103,0.5
0.063,0.080444,0.75
0.03,0.016104,0.5
0.028,0.014307,0.35
0.01,0.001469,0.25
0.007,0.00083,0.15
0.007,0.00083,0.15
0.03,0.016803,0.5
0.009,0.001214,0.25
0.003,9.2e-05,0.1
0.011,0.00203,0.35
0,0,0
0.003,8.9e-05,0.1
0.01,0.001536,0.25
0.001,4e-06,0.1
0.036,0.023966,0.75
0.029,0.015644,0.35
0.003,0.000105,0.1
0.029,0.015538,0.35
0.001,2.4e-05,0.1
0.003,0.000125,0.1
0.03,0.016803,0.5
0.028,0.014746,0.35
0.003,9.2e-05,0.1
0.028,0.014746,0.35
0.028,0.014746,0.35
0.008,0.000932,0.25
0.005,0.000393,0.15
0.01,0.001402,0.25
0.028,0.014307,0.35
0.012,0.002191,0.35
0.003,9.2e-05,0.1
0.008,0.000984,0.15
0.029,0.014972,0.35
0.006,0.000578,0.15
0.008,0.000985,0.15
0.036,0.024054,0.75
0.029,0.015645,0.35
0.015,0.003807,0.35
0.007,0.00083,0.15
0.039,0.028468,0.75
0.003,0.000108,0.1
0.005,0.000393,0.15
0.002,5.2e-05,0.1
0.028,0.014746,0.35
0.003,0.000108,0.1
0.028,0.014081,0.35
0.029,0.015192,0.35
0.001,1.2e-05,0.1
0.028,0.014746,0.35
0,0,0
0.029,0.015192,0.35
0.03,0.016335,0.5
0.003,9e-05,0.1
0.029,0.015644,0.35
0.013,0.002625,0.35
0.01,0.001469,0.25
0.03,0.016438,0.5
0.029,0.015645,0.35
0.025,0.011587,0.35
0.013,0.002716,0.35
0.003,0.000108,0.1
0.009,0.001214,0.25
0.002,6.4e-05,0.1
0.028,0.014307,0.35
0.005,0.000427,0.15
0.006,0.000538,0.15
0.001,2.4e-05,0.1
0.004,0.000259,0.1
0.01,0.001403,0.25
0.029,0.0156,0.35
0.009,0.001155,0.25
0.028,0.014747,0.35
0.028,0.014746,0.35
0.008,0.001089,0.15
0.028,0.014307,0.35
0.002,7.7e-05,0.1
0.029,0.015192,0.35
0.029,0.015124,0.35
0.012,0.00236,0.35
0.028,0.013874,0.35
0.009,0.001339,0.25
0.02,0.006763,0.35
0.001,4e-06,0.1
0.028,0.014307,0.35
0.006,0.000463,0.15
0.009,0.001155,0.25
0.009,0.001155,0.25
0.007,0.00083,0.15
0.028,0.014746,0.35
0.026,0.011981,0.35
0.028,0.014746,0.35
0.008,0.000932,0.25
0.009,0.001155,0.25
0.002,3.9e-05,0.1
0.029,0.015217,0.35
0.028,0.01454,0.35
0.015,0.003995,0.35
0.009,0.001213,0.25
0.009,0.001214,0.25
0,0,0
0.028,0.014746,0.35
0.003,0.000108,0.1
0.008,0.001038,0.25
0.028,0.014746,0.35
0.029,0.015149,0.35
0.026,0.01198,0.35
0.013,0.00259,0.35
0.008,0.00104,0.25
0.032,0.018813,0.5
0.03,0.016103,0.5
0.009,0.001154,0.25
0.005,0.000393,0.15
0.003,0.000108,0.1
0.028,0.013874,0.35
0.046,0.04184,0.75
0.002,7.7e-05,0.1
0.035,0.023405,0.75
0.008,0.00104,0.25
0.029,0.015873,0.35
0.023,0.009174,0.35
0.003,0.000108,0.1
0,0,0
0.009,0.001339,0.25
0.006,0.000463,0.15
0.002,4.1e-05,0.1
0.002,7.7e-05,0.1
0.029,0.015644,0.35
0.003,8e-05,0.1
0.006,0.000463,0.15
0.019,0.005903,0.35
0.009,0.001303,0.25
0.003,0.000108,0.1
0.002,6.4e-05,0.1
0.008,0.00104,0.15
0.029,0.015255,0.35
0.001,2.4e-05,0.1
0.004,0.000272,0.1
0.003,0.000108,0.1
0.003,0.000108,0.1
0.006,0.000527,0.15
0.006,0.000578,0.15
0.009,0.001155,0.25
0.028,0.013874,0.35
0.003,0.000108,0.1
0.028,0.014307,0.35
0.028,0.01397,0.35
0.008,0.00104,0.25
0.029,0.015192,0.35
0.009,0.001276,0.25
0.029,0.014936,0.35
0.029,0.015192,0.35
0.016,0.004181,0.35
0.008,0.00104,0.25
0.023,0.009524,0.35
0.01,0.001403,0.25
0.003,0.000106,0.1
0.028,0.014746,0.35
0.03,0.016803,0.5
0.008,0.001021,0.15
0.03,0.016569,0.5
0.005,0.000427,0.15
0.004,0.00022,0.1
0.008,0.00104,0.15
0.035,0.02301,0.75
0.005,0.000393,0.15
0.007,0.00083,0.15
0.006,0.000462,0.15
0.03,0.016568,0.5
0.002,6.4e-05,0.1
0.008,0.000932,0.25
0.002,6.4e-05,0.1
0.029,0.015067,0.35
0.008,0.000932,0.25
0.008,0.000929,0.25
0.01,0.001403,0.25
0.036,0.024538,0.75
0.001,1.2e-05,0.1
0.009,0.001276,0.25
0.007,0.00083,0.15
0.002,7.1e-05,0.1
0.007,0.000688,0.15
0.001,2.4e-05,0.1
0.002,6.4e-05,0.1
0.006,0.000578,0.15
0.003,9.2e-05,0.1
0.008,0.000932,0.15
0.002,6.4e-05,0.1
0.008,0.001032,0.25
0.002,4.1e-05,0.1
0.004,0.000174,0.1
0.003,0.000108,0.1
0.001,1.2e-05,0.1
0.008,0.000932,0.25
0.008,0.000931,0.25
0.009,0.001122,0.25
0,0,0
0.016,0.004498,0.35
0.01,0.001469,0.25
0.028,0.014746,0.35
0.029,0.01507,0.35
0.028,0.014742,0.35
0.032,0.018813,0.5
0.029,0.014969,0.35
0.008,0.000848,0.25
0.029,0.015192,0.35
0.029,0.015192,0.35
0.029,0.015645,0.35
0.002,6.4e-05,0.1
0.047,0.042584,0.75
0.028,0.014746,0.35
0.005,0.000393,0.15
0.004,0.000223,0.1
0.008,0.00104,0.25
0.009,0.001275,0.25
0.03,0.016569,0.5
0.007,0.00083,0.15
0.025,0.011587,0.35
0.028,0.014325,0.35
0.009,0.001276,0.25
0.008,0.00104,0.15
0.007,0.000734,0.15
0.006,0.000538,0.15
0.003,7.8e-05,0.1
0.03,0.016103,0.5
0.013,0.002535,0.35
0.028,0.014746,0.35
0.004,0.000257,0.1
0.009,0.001277,0.25
0.006,0.000538,0.15
0.01,0.001469,0.25
0.006,0.000429,0.15
0.009,0.001214,0.25
0.008,0.000932,0.25
0.005,0.000393,0.15
0.006,0.000538,0.15
0.028,0.014746,0.35
0.003,7.9e-05,0.1
0.028,0.014458,0.35
0.009,0.001214,0.25
0.028,0.014746,0.35
0.003,0.000108,0.1
0.008,0.000859,0.25
0.002,4.1e-05,0.1
0.022,0.008493,0.35
0.118,0.3006,0.75
0.012,0.00211,0.35
0.003,0.000108,0.1
0.008,0.00104,0.15
0.032,0.018647,0.5
0.009,0.001338,0.25
0.003,9.5e-05,0.1
0.007,0.00083,0.15
0.003,9.2e-05,0.1
0.005,0.000393,0.15
0.029,0.014969,0.35
0.008,0.000989,0.15
0.023,0.009523,0.35
0.002,7.7e-05,0.1
0.008,0.000932,0.25
0.029,0.015644,0.35
0.006,0.0005,0.15
0.029,0.015873,0.35
0.008,0.000932,0.15
0.025,0.011198,0.35
0.005,0.000411,0.15
0.002,5.8e-05,0.1
0.029,0.015192,0.35
0.003,0.000113,0.1
0.029,0.015201,0.35
0.016,0.004261,0.35
0.028,0.014307,0.35
0.009,0.001338,0.25
0.004,0.000272,0.1
0.003,9.2e-05,0.1
0.042,0.03418,0.75
0.029,0.015645,0.35
0.016,0.004048,0.35
0.004,0.000174,0.1
0.028,0.014307,0.35
0.009,0.001214,0.25
0.008,0.001096,0.25
0.008,0.000985,0.25
0.016,0.004497,0.35
0.029,0.015418,0.35
0.026,0.011874,0.35
0.028,0.014746,0.35
0.028,0.014307,0.35
0.028,0.014746,0.35
0.009,0.001115,0.25
0.01,0.001405,0.25
0.003,0.000153,0.1
0.003,0.000103,0.1
0.009,0.001155,0.25
0.008,0.000931,0.25
0.007,0.00083,0.15
0.009,0.001155,0.25
0.028,0.013874,0.35
0,0,0
0.053,0.055213,0.75
0.009,0.001155,0.25
0.029,0.014969,0.35
0.008,0.000932,0.15
0.028,0.014746,0.35
0.029,0.015873,0.35
0.012,0.00211,0.35
0.003,8.4e-05,0.1
0.029,0.015318,0.35
0.008,0.000932,0.15
0.003,9.2e-05,0.1
0.01,0.001469,0.25
0.002,7.7e-05,0.1
0.015,0.003609,0.35
0.008,0.001097,0.25
0.009,0.001147,0.25
0.03,0.016103,0.5
0,0,0
0.016,0.004145,0.35
0.009,0.001132,0.25
0.007,0.00083,0.15
0.028,0.014307,0.35
0.004,0.000174,0.1
0.03,0.016103,0.5
0.008,0.000985,0.15
0.01,0.001469,0.25
0.015,0.003719,0.35
0.008,0.000845,0.25
0.01,0.001469,0.25
0.003,0.000108,0.1
0.023,0.009702,0.35
0.007,0.000734,0.15
0.009,0.001155,0.25
0.002,6.4e-05,0.1
0.029,0.015192,0.35
0.03,0.016104,0.5
0.029,0.015192,0.35
0.03,0.016528,0.5
0.006,0.00054,0.15
0.01,0.001469,0.25
0.002,6.4e-05,0.1
0.008,0.001061,0.25
0.002,4.1e-05,0.1
0.029,0.014974,0.35
0.005,0.000427,0.15
0.008,0.00104,0.15
0.01,0.001403,0.25
0.002,7.7e-05,0.1
0.016,0.004498,0.35
0.009,0.001276,0.25
0.002,4.1e-05,0.1
0.011,0.001913,0.35
0,0,0
0.029,0.015644,0.35
0.008,0.000932,0.15
0.008,0.000932,0.15
0.028,0.013874,0.35
0.008,0.00104,0.15
0.011,0.00203,0.35
0.028,0.014746,0.35
0.006,0.000463,0.15
0.009,0.001276,0.25
0.008,0.000932,0.25
0.003,9.2e-05,0.1
0.028,0.013874,0.35
0.002,6.4e-05,0.1
0.003,0.000108,0.1
0.003,0.000108,0.1
0,0,0
0.008,0.000932,0.15
0.028,0.013874,0.35
0.009,0.001214,0.25
0.009,0.001155,0.25
0.002,4.1e-05,0.1
0.028,0.013874,0.35
0.004,0.000272,0.1
0.016,0.00429,0.35
0.011,0.002107,0.35
0.029,0.014985,0.35
0.023,0.009702,0.35
0.008,0.000932,0.15
0.083,0.14426,0.75
0.028,0.014362,0.35
0.003,0.000108,0.1
0.01,0.001403,0.25
0.011,0.00203,0.35
0,0,0
0.009,0.001155,0.25
0.008,0.000932,0.15
0.028,0.014746,0.35
0.007,0.00083,0.15
0.002,3.4e-05,0.1
0.012,0.00211,0.35
0.029,0.015566,0.35
0.029,0.015273,0.35
0.004,0.000174,0.1
0.029,0.015412,0.35
0.009,0.001275,0.25
0.003,0.000108,0.1
0.005,0.000427,0.15
0.009,0.001276,0.25
0.028,0.014414,0.35
0.009,0.001276,0.25
0.001,2.4e-05,0.1
0.03,0.016335,0.5
0.03,0.016569,0.5
0.004,0.000272,0.1
0.029,0.015873,0.35
0.003,9.2e-05,0.1
0.063,0.079437,0.75
0.006,0.000463,0.15
0.003,0.000108,0.1
0.008,0.001045,0.25
0.028,0.014746,0.35
0.029,0.015172,0.35
0.003,0.000109,0.1
0.029,0.015192,0.35
0.009,0.001338,0.25
0.009,0.001214,0.25
0.012,0.002191,0.35
0.005,0.000427,0.15
0.015,0.003807,0.35
0.029,0.015873,0.35
0.008,0.000932,0.15
0.009,0.001137,0.25
0.009,0.001101,0.25
0.009,0.001155,0.25
0.003,9.2e-05,0.1
0.006,0.000487,0.15
0.007,0.00083,0.15
0.026,0.011981,0.35
0.001,1.7e-05,0.1
0.008,0.000932,0.15
0.036,0.023802,0.75
0,0,0
0.032,0.018813,0.5
0.006,0.000495,0.15
0.032,0.018696,0.5
0.009,0.001155,0.25
0.001,1.2e-05,0.1
0.003,9.2e-05,0.1
0.007,0.00083,0.15
0.003,0.000108,0.1
0.009,0.001275,0.25
0.03,0.016804,0.5
0.03,0.016803,0.5
0.009,0.001276,0.25
0,0,0
0.029,0.015644,0.35
0.007,0.00083,0.15
0.008,0.00104,0.25
0.023,0.009348,0.35
0.046,0.04037,0.75
0.002,6.4e-05,0.1
0.03,0.016068,0.5
0.001,5e-06,0.1
0.023,0.009174,0.35
0.008,0.000932,0.25
0.031,0.018316,0.5
0.002,7.7e-05,0.1
0.183,0.7283,1
0.002,7.7e-05,0.1
0.009,0.001331,0.25
0.002,3.2e-05,0.1
0.009,0.001276,0.25
0.009,0.001276,0.25
0.028,0.013874,0.35
0,0,0
0.009,0.001392,0.25
0.023,0.009175,0.35
0.005,0.000393,0.15
0.003,0.000108,0.1
0.016,0.00442,0.35
0.008,0.000957,0.15
0.003,9.2e-05,0.1
0.008,0.001095,0.15
0.032,0.018813,0.5
0.032,0.018813,0.5
0.029,0.015873,0.35
0.007,0.00083,0.15
0.004,0.000174,0.1
0.029,0.014969,0.35
0.009,0.001155,0.25
0.005,0.000393,0.15
0.023,0.009567,0.35
0.009,0.001155,0.25
0.009,0.001296,0.25
0.035,0.02313,0.75
0.036,0.024818,0.75
0.001,1.2e-05,0.1
0.033,0.020085,0.75
0.022,0.00883,0.35
0.03,0.016335,0.5
0.003,8.9e-05,0.1
0.009,0.001276,0.25
0.009,0.001155,0.25
0.04,0.0304,0.75
0.009,0.001276,0.25
0.008,0.000932,0.25
0.009,0.001155,0.25
0.017,0.004618,0.35
0.001,1.7e-05,0.1
0.006,0.000538,0.15
0.036,0.02377,0.75
0.036,0.024527,0.75
0.007,0.00083,0.15
0.008,0.000843,0.25
0.002,4.2e-05,0.1
0.015,0.003986,0.35
0.023,0.009001,0.35
0.007,0.000734,0.15
0.03,0.016569,0.5
0.029,0.01562,0.35
0.029,0.015873,0.35
0.009,0.001126,0.25
0.033,0.020358,0.75
0.03,0.016064,0.5
0.005,0.000427,0.15
0.004,0.00022,0.1
0.009,0.001276,0.25
0.009,0.001234,0.25
0.009,0.001155,0.25
0.026,0.011981,0.35
0.003,0.000108,0.1
0.029,0.014862,0.35
0.029,0.015645,0.35
0.009,0.001276,0.25
0.009,0.001276,0.25
0,0,0
0.007,0.00083,0.15
0.005,0.000393,0.15
0.003,0.000111,0.1
0.006,0.000472,0.15
0.012,0.00233,0.35
0.028,0.014746,0.35
0.03,0.016103,0.5
0.003,0.000108,0.1
0.004,0.000228,0.1
0,1e-06,0
0.008,0.00104,0.25
0.008,0.000932,0.15
0.009,0.001252,0.25
0.01,0.001403,0.25
0.011,0.00203,0.35
0.006,0.000463,0.15
0.029,0.015098,0.35
0.004,0.000272,0.1
0.008,0.00092,0.15
0.005,0.000393,0.15
0.006,0.000499,0.15
0.003,0.000107,0.1
0.01,0.001403,0.25
0.01,0.001403,0.25
0.028,0.014307,0.35
0.002,7.7e-05,0.1
0.008,0.000932,0.25
0.03,0.016335,0.5
0.028,0.013874,0.35
0.003,8.6e-05,0.1
0.009,0.001326,0.25
0.03,0.016803,0.5
0.001,1.2e-05,0.1
0.023,0.009524,0.35
0.008,0.000932,0.25
